Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"43456","1","2019-01-03 23:07:56","0","287","<statistics><tsne>","1",""
"43457","1","2019-01-03 23:56:47","2","1257","<machine-learning><keras><tensorflow><time-series><cnn>","2",""
"43459","1","2019-01-04 00:06:38","0","450","<convnet>","1",""
"43461","1","2019-01-04 00:42:42","1","136","<machine-learning><time-series><feature-engineering><data-leakage>","1",""
"43463","1","2019-01-04 06:03:52","3","1274","<machine-learning><deep-learning><keras><cnn><image-classification>","1",""
"43465","1","2019-01-04 06:56:12","0","198","<neural-network><deep-learning><nlp><dataset>","1",""
"43467","1","2019-01-04 07:15:05","1","68","<neural-network><logistic-regression><recurrent-neural-net><sequential-pattern-mining><mini-batch-gradient-descent>","0",""
"43469","1","2019-01-04 09:30:33","2","93","<machine-learning><r>","1",""
"43471","1","2019-01-04 10:26:10","5","470","<neural-network><classification><overfitting>","3","1"
"43479","1","2019-01-04 12:41:36","2","2619","<machine-learning><deep-learning><keras>","2",""
"43483","1","2019-01-04 13:43:48","2","126","<data-mining><statistics><probability><data-science-model><data-analysis>","2",""
"43485","1","2019-01-04 14:02:00","0","435","<machine-learning><decision-trees><feature-extraction>","1",""
"43488","1","2019-01-04 15:08:51","1","38","<neural-network><tensorflow><accuracy>","0",""
"43493","1","2019-01-04 17:54:25","2","192","<python><neural-network><visualization><jupyter><ipython>","1",""
"43506","1","2019-01-04 18:22:50","2","163","<neural-network>","2",""
"43494","1","2019-01-04 18:31:33","1","118","<feature-selection><unsupervised-learning><pca>","0",""
"43497","1","2019-01-04 20:39:46","2","154","<machine-learning><recommender-system><regularization><matrix-factorisation>","0",""
"43500","1","2019-01-05 00:05:43","0","804","<machine-learning><neural-network><regularization>","1",""
"43502","1","2019-01-05 01:04:35","2","26","<r>","1",""
"43512","1","2019-01-05 10:22:34","2","610","<keras><tensorflow><rnn><training><gan>","0","1"
"43513","1","2019-01-05 11:08:33","1","831","<python><scikit-learn><cross-validation><machine-learning-model>","1",""
"43514","1","2019-01-05 11:14:38","3","637","<feature-extraction><feature-engineering>","3",""
"43517","1","2019-01-05 13:16:19","0","71","<neural-network><regression><rnn><recurrent-neural-net><pytorch>","1",""
"43519","1","2019-01-05 14:25:10","1","39","<neural-network><deep-learning><time-series><anomaly-detection>","0",""
"43524","1","2019-01-05 15:18:23","4","5582","<machine-learning><python><reinforcement-learning>","1","4"
"43530","1","2019-01-05 16:54:16","1","208","<machine-learning><data-mining><feature-selection><preprocessing><weka>","0",""
"43534","1","2019-01-05 18:56:34","2","43","<machine-learning><data-mining><feature-engineering><weka>","1",""
"43538","1","2019-01-05 21:40:44","1","35","<machine-learning><time-series><machine-learning-model>","0",""
"43539","1","2019-01-05 22:19:33","0","129","<machine-learning><r><scikit-learn><sql><association-rules>","1",""
"43540","1","2019-01-06 00:35:24","1","165","<machine-learning><numpy><backpropagation><implementation>","0",""
"43542","1","2019-01-06 02:04:46","0","2117","<machine-learning><regression><random-forest><linear-regression>","1",""
"43549","1","2019-01-06 07:52:27","2","2671","<nlp>","0",""
"43570","1","2019-01-06 07:57:13","0","25","<image-recognition>","1",""
"43550","1","2019-01-06 09:03:49","1","473","<error-handling>","1",""
"43553","1","2019-01-06 10:19:18","1","212","<machine-learning><time-series><java>","0",""
"43557","1","2019-01-06 11:39:46","1","122","<machine-learning><kernel>","1",""
"43561","1","2019-01-06 13:44:58","1","24","<machine-learning><unsupervised-learning><pca><plotting>","0",""
"43565","1","2019-01-06 14:09:21","1","108","<data-mining><text-mining><ranking>","0","0"
"43568","1","2019-01-06 14:56:02","0","213","<classification><scikit-learn><normalization><audio-recognition>","2",""
"43569","1","2019-01-06 15:27:22","1","2122","<time-series><lstm>","1","3"
"43577","1","2019-01-06 18:36:41","0","42","<machine-learning>","1",""
"43590","1","2019-01-06 20:52:34","0","3214","<machine-learning><data-science-model>","2","1"
"43592","1","2019-01-06 21:45:23","0","1306","<reinforcement-learning><dqn>","1",""
"43595","1","2019-01-06 23:34:25","2","197","<deep-learning><convnet><deep-network>","1",""
"43602","1","2019-01-07 06:58:10","1","229","<machine-learning><prediction><geospatial>","2","2"
"43603","1","2019-01-07 07:06:13","1","73","<machine-learning><gradient-descent>","2",""
"43608","1","2019-01-07 09:42:59","1","112","<dataset><predictive-modeling><feature-engineering><machine-learning-model>","2",""
"43609","1","2019-01-07 10:12:53","0","272","<machine-learning><decision-trees><linear-regression>","1","1"
"43610","1","2019-01-07 10:30:25","1","50","<machine-learning><python>","0","1"
"43619","1","2019-01-07 13:14:03","1","209","<linear-regression>","1",""
"43621","1","2019-01-07 13:43:30","1","128","<keras><tensorflow>","1",""
"43624","1","2019-01-07 14:05:25","2","160","<python><r><matplotlib><ggplot2>","1",""
"43631","1","2019-01-07 16:57:47","0","3128","<categorical-data><correlation>","2",""
"43633","1","2019-01-07 17:13:10","1","32","<machine-learning><deep-learning><multiclass-classification><data-science-model><object-detection>","0","1"
"43635","1","2019-01-07 19:02:57","1","235","<ocr>","0",""
"43636","1","2019-01-07 20:11:28","4","1664","<classification><keras><feature-engineering><encoding>","2",""
"43643","1","2019-01-08 01:21:29","1","1227","<deep-learning><evaluation>","1",""
"43648","1","2019-01-08 06:15:31","0","271","<image-classification><computer-vision><object-detection><object-recognition><faster-rcnn>","1",""
"43658","1","2019-01-08 08:47:27","2","460","<learning>","0",""
"43661","1","2019-01-08 09:21:21","1","163","<machine-learning><regression><machine-learning-model><overfitting>","2",""
"43663","1","2019-01-08 10:02:16","2","113","<clustering><feature-extraction>","2",""
"43665","1","2019-01-08 11:08:29","1","85","<time-series>","1","1"
"43671","1","2019-01-08 13:43:30","1","102","<machine-learning>","1",""
"43673","1","2019-01-08 14:10:56","3","583","<svm>","1","2"
"43675","1","2019-01-08 14:40:44","2","137","<pca><tsne>","0",""
"43676","1","2019-01-08 14:43:36","1","35","<unbalanced-classes><data-science-model><smote>","0",""
"43677","1","2019-01-08 14:53:50","0","24","<classification><sampling><binary>","1",""
"43679","1","2019-01-08 15:15:33","1","48","<keras><churn>","1",""
"43682","1","2019-01-08 16:31:02","1","634","<machine-learning><classification><feature-selection><decision-trees>","1","1"
"43689","1","2019-01-08 21:51:06","3","93","<regression><feature-extraction><feature-engineering><kernel>","3",""
"43690","1","2019-01-08 21:52:33","1","32","<cnn><cross-validation><training><loss-function>","0",""
"43691","1","2019-01-08 22:01:37","0","47","<tensorflow><cnn><image-recognition>","1",""
"43693","1","2019-01-08 22:33:55","0","513","<accuracy>","1",""
"43699","1","2019-01-09 01:15:04","3","1041","<machine-learning><neural-network><deep-learning><tensorflow><pytorch>","2","1"
"43702","1","2019-01-09 06:06:03","2","36","<keras><tensorflow><google-prediction-api>","1","1"
"43713","1","2019-01-09 09:01:03","0","315","<clustering><dirichlet>","1",""
"43715","1","2019-01-09 10:02:30","1","42","<neural-network><tensorflow>","1",""
"43717","1","2019-01-09 10:42:31","1","62","<machine-learning><prediction><metric>","2","1"
"43721","1","2019-01-09 13:17:54","1","1782","<keras><nlp><lda><tfidf>","1","1"
"43725","1","2019-01-09 14:44:27","0","741","<machine-learning><deep-learning><classification><image-classification>","2",""
"43728","1","2019-01-09 15:50:21","2","180","<machine-learning><supervised-learning><accuracy>","1",""
"43731","1","2019-01-09 17:14:07","0","21","<machine-learning><neural-network><machine-learning-model>","1",""
"43733","1","2019-01-09 17:43:20","1","31","<optimization><supervised-learning><forecast>","1",""
"43734","1","2019-01-09 18:17:55","1","25","<data-mining><association-rules><market-basket-analysis>","0",""
"43735","1","2019-01-09 18:54:25","4","101","<optimization><bayesian><hyperparameter-tuning>","2",""
"43739","1","2019-01-09 19:38:07","2","54","<preprocessing><normalization>","1",""
"43740","1","2019-01-09 19:40:00","0","98","<neural-network><keras><tensorflow><pytorch>","1",""
"43744","1","2019-01-09 20:40:31","1","18","<machine-learning-model><representation>","0",""
"43753","1","2019-01-10 04:30:27","1","1007","<deep-learning><convnet>","1",""
"43756","1","2019-01-10 05:57:03","1","1326","<deep-learning><tensorflow>","2",""
"43757","1","2019-01-10 06:30:04","2","34","<machine-learning><predictive-modeling>","1",""
"43760","1","2019-01-10 08:42:47","3","1252","<dataset>","2","1"
"43764","1","2019-01-10 09:23:31","1","264","<research><implementation><code>","1","1"
"43769","1","2019-01-10 11:17:22","1","28","<cnn>","1",""
"43770","1","2019-01-10 11:27:22","0","37","<machine-learning><unsupervised-learning><machine-learning-model>","1",""
"43771","1","2019-01-10 12:03:47","4","799","<beginner><career>","4","2"
"43772","1","2019-01-10 12:22:19","1","314","<machine-learning><preprocessing><encoding>","1",""
"43773","1","2019-01-10 12:42:02","3","742","<python><pandas><sql><data-wrangling><data.table>","2",""
"43779","1","2019-01-10 15:37:48","0","136","<statistics>","1",""
"43784","1","2019-01-10 16:28:05","2","85","<machine-learning><python><data-mining>","1",""
"43787","1","2019-01-10 18:04:42","2","81","<machine-learning><neural-network><deep-learning><tensorflow><cnn>","1",""
"43793","1","2019-01-10 19:39:25","2","3681","<scikit-learn><scoring><grid-search><gridsearchcv>","1",""
"43800","1","2019-01-10 21:03:40","1","299","<pca><data-science-model>","1",""
"43801","1","2019-01-10 21:18:29","3","774","<python><keras><lstm><rnn>","1",""
"43802","1","2019-01-10 22:03:05","3","910","<neural-network><deep-learning><classification><binary>","2","1"
"43804","1","2019-01-11 00:34:35","1","412","<machine-learning><random-forest><decision-trees><weka>","1",""
"43815","1","2019-01-11 04:45:48","1","393","<nlp><svm><accuracy><naive-bayes-classifier>","1",""
"43821","1","2019-01-11 07:41:01","0","74","<machine-learning><python><scikit-learn><machine-learning-model><overfitting>","1",""
"43822","1","2019-01-11 08:01:19","0","1389","<visualization><data><seaborn>","1",""
"43826","1","2019-01-11 08:36:44","1","256","<apache-spark><normalization><feature-scaling><scala>","1",""
"43829","1","2019-01-11 09:26:50","1","20","<time-series><forecast><estimators>","0",""
"43831","1","2019-01-11 10:18:10","0","93","<machine-learning><python>","2",""
"43834","1","2019-01-11 10:51:46","2","131","<machine-learning><python><time-series><forecasting>","1","1"
"43835","1","2019-01-11 10:59:43","0","93","<machine-learning><deep-learning><classification><nlp>","1","1"
"43839","1","2019-01-11 12:10:09","0","49","<neural-network><deep-learning>","3",""
"43840","1","2019-01-11 12:14:01","0","37","<neural-network><classification><convolution>","3",""
"43841","1","2019-01-11 12:27:32","0","65","<classification><regression>","2",""
"43858","1","2019-01-11 15:30:23","0","1261","<machine-learning><neural-network><classification><audio-recognition>","1",""
"43860","1","2019-01-11 16:04:05","1","60","<neural-network><loss-function><binary>","1",""
"43862","1","2019-01-11 18:23:05","3","41","<neural-network>","1","1"
"43863","1","2019-01-11 18:28:26","3","32","<pca><matplotlib>","1","1"
"43865","1","2019-01-11 19:12:28","0","25","<deep-learning>","1",""
"43870","1","2019-01-11 21:17:47","0","776","<r><dataframe>","2",""
"43873","1","2019-01-11 22:16:55","0","28","<bigdata><preprocessing>","1",""
"43880","1","2019-01-12 11:02:44","0","132","<machine-learning><random-forest><prediction>","2",""
"43896","1","2019-01-12 23:00:32","2","812","<deep-learning><image-classification><convolution>","3",""
"43897","1","2019-01-12 23:18:02","0","83","<python><scikit-learn><linear-regression>","2",""
"43899","1","2019-01-13 00:47:52","1","69","<deep-learning><keras><gradient-descent><mathematics>","0","0"
"43905","1","2019-01-13 07:27:05","1","1359","<python><deep-learning><cnn><computer-vision><opencv>","1","1"
"43906","1","2019-01-13 09:18:43","1","46","<neural-network><predictive-modeling><bayesian><bayesian-networks>","1","1"
"43910","1","2019-01-13 10:23:58","4","126","<deep-learning><cnn>","1",""
"43911","1","2019-01-13 10:40:46","2","214","<machine-learning><python><scikit-learn><predictive-modeling><multiclass-classification>","1","2"
"43913","1","2019-01-13 11:23:15","1","101","<machine-learning><nlp><information-retrieval><tfidf>","1",""
"43914","1","2019-01-13 11:25:43","2","83","<machine-learning><python><cnn>","1",""
"43921","1","2019-01-13 13:43:38","2","61","<machine-learning><neural-network><deep-learning>","2","1"
"43927","1","2019-01-13 16:59:14","5","6990","<neural-network><keras><tensorflow>","2","1"
"43931","1","2019-01-13 19:59:20","2","150","<machine-learning><classification><svm><kernel><rbf>","1","1"
"43933","1","2019-01-13 20:16:37","0","42","<model-selection>","1","1"
"43934","1","2019-01-13 20:49:29","2","1262","<keras><r><time-series><finance>","2",""
"43935","1","2019-01-13 21:08:07","1","19","<predictive-modeling><cnn><parameter-estimation>","0",""
"43937","1","2019-01-13 21:14:35","1","17304","<python><numpy>","3",""
"43938","1","2019-01-13 21:24:07","2","992","<neural-network><time-series><regression><lstm>","2","1"
"43945","1","2019-01-14 03:20:14","0","146","<python><scikit-learn><pandas><numpy>","1","1"
"43947","1","2019-01-14 03:40:07","2","2516","<machine-learning><classification><logistic-regression><multiclass-classification>","2",""
"43953","1","2019-01-14 08:13:08","2","239","<machine-learning>","2",""
"43954","1","2019-01-14 08:22:02","0","936","<keras><tensorflow>","1",""
"43963","1","2019-01-14 11:40:59","2","93","<ensemble>","1",""
"43966","1","2019-01-14 12:55:14","1","52","<machine-learning><deep-learning><xgboost>","0","1"
"43972","1","2019-01-14 13:58:22","6","3018","<neural-network><feature-selection><feature-scaling><classifier>","2","1"
"43975","1","2019-01-14 14:45:29","1","213","<machine-learning><databases>","1",""
"43977","1","2019-01-14 15:06:23","2","199","<machine-learning><feature-selection><bigdata>","2",""
"43978","1","2019-01-14 15:33:33","1","1605","<machine-learning><neural-network><training><ai>","3",""
"43986","1","2019-01-14 17:30:14","1","179","<machine-learning><scikit-learn><predictive-modeling>","1",""
"43993","1","2019-01-14 18:47:40","0","271","<neural-network><logistic-regression><octave><matrix>","1",""
"43995","1","2019-01-14 19:18:03","4","82","<distance><k-nn><metric>","3","1"
"44008","1","2019-01-15 04:02:26","1","219","<nlp><multiclass-classification><search-engine>","2","1"
"44009","1","2019-01-15 05:56:45","1","1045","<machine-learning><svm><feature-scaling><encoding><k-nn>","1",""
"44011","1","2019-01-15 06:33:28","2","374","<machine-learning><computer-vision><career><linear-algebra>","1",""
"44017","1","2019-01-15 09:27:31","0","79","<neural-network><lstm><training><overfitting><labels>","1","1"
"44022","1","2019-01-15 10:26:42","0","66","<machine-learning><statistics><pca><image-recognition><dimensionality-reduction>","1",""
"44024","1","2019-01-15 10:39:59","1","1702","<lstm>","1","1"
"44031","1","2019-01-15 12:43:59","1","476","<machine-learning><gan>","1","1"
"44036","1","2019-01-15 13:32:45","0","121","<machine-learning><regression><feature-scaling>","1",""
"44037","1","2019-01-15 13:45:01","1","65","<beginner><tools><methodology>","1",""
"44038","1","2019-01-15 13:45:11","2","112","<classification><cnn><text><learning>","1",""
"44042","1","2019-01-15 14:33:09","0","54","<feature-scaling>","2",""
"44046","1","2019-01-15 15:43:45","0","23","<machine-learning><statistics><visualization><pca>","1",""
"44047","1","2019-01-15 15:45:58","0","169","<word-embeddings><multilabel-classification>","1",""
"44049","1","2019-01-15 16:40:42","0","446","<object-detection><object-recognition>","1",""
"44053","1","2019-01-15 17:41:52","1","26","<nlp>","1",""
"44055","1","2019-01-15 17:59:51","0","44","<text>","1",""
"44057","1","2019-01-15 18:41:32","1","209","<python><time-series><pandas>","0",""
"44060","1","2019-01-15 21:19:37","2","413","<machine-learning><deep-learning><keras><scikit-learn>","2",""
"44061","1","2019-01-15 23:24:10","2","57","<predictive-modeling><data><anomaly-detection>","0",""
"44065","1","2019-01-16 02:09:44","13","6309","<deep-learning><keras><dropout><monte-carlo>","1","2"
"44068","1","2019-01-16 03:25:57","3","75","<generative-models><embeddings><text-generation>","2",""
"44070","1","2019-01-16 05:05:29","2","367","<machine-learning><regularization><matrix-factorisation><embeddings>","0","1"
"44071","1","2019-01-16 05:58:02","0","60","<algorithms><math>","2",""
"44072","1","2019-01-16 06:12:30","0","531","<visualization><data><correlation><probability>","2",""
"44079","1","2019-01-16 10:35:30","3","117","<machine-learning><linear-regression><optimization>","1",""
"44082","1","2019-01-16 10:44:05","3","80","<machine-learning><cnn><convnet><image-classification>","1",""
"44087","1","2019-01-16 13:15:55","1","186","<classification><scikit-learn><accuracy>","2",""
"44089","1","2019-01-16 14:02:39","0","23","<machine-learning><neural-network><convnet><image-classification><data-augmentation>","1",""
"44091","1","2019-01-16 14:41:34","4","1194","<neural-network><gradient-descent><loss-function>","2","1"
"44094","1","2019-01-16 15:51:52","0","120","<nlp><word-embeddings>","1",""
"44096","1","2019-01-16 16:48:10","2","294","<nlp><data><multilabel-classification>","2","2"
"44097","1","2019-01-16 16:55:52","3","54","<machine-learning><score><collinearity>","2",""
"44101","1","2019-01-16 17:41:27","1","282","<python><neural-network><tensorflow><accuracy><overfitting>","2",""
"44102","1","2019-01-16 17:48:31","0","16","<machine-learning><neural-network>","1",""
"44103","1","2019-01-16 17:57:37","1","217","<machine-learning><bigdata><image-classification><training><image-recognition>","0",""
"44108","1","2019-01-16 18:16:04","6","5833","<machine-learning>","2",""
"44109","1","2019-01-16 18:16:48","0","126","<machine-learning><bigdata><sampling><hyperparameter-tuning>","2","1"
"44115","1","2019-01-16 18:58:53","3","310","<logistic-regression>","2",""
"44123","1","2019-01-16 21:26:54","0","52","<parallel><boosting>","1",""
"44124","1","2019-01-16 22:27:53","4","4961","<machine-learning><neural-network><deep-learning><keras><tensorflow>","1","1"
"44126","1","2019-01-16 22:58:29","4","228","<machine-learning><correlation>","2","1"
"44127","1","2019-01-17 02:11:07","1","168","<clustering><tfidf>","2",""
"44133","1","2019-01-17 05:00:14","5","811","<python><computer-vision><similarity><opencv>","2","2"
"44139","1","2019-01-17 09:40:28","3","344","<overfitting><variance><bias>","1",""
"44141","1","2019-01-17 10:15:11","0","64","<scikit-learn>","3",""
"44148","1","2019-01-17 14:11:22","1","110","<deep-learning><reinforcement-learning>","0","1"
"44150","1","2019-01-17 14:40:55","1","248","<machine-learning><data-mining><naive-bayes-classifier>","1",""
"44151","1","2019-01-17 14:58:45","1","69","<classification><text-mining><word2vec><gensim>","0","1"
"44152","1","2019-01-17 15:36:53","1","453","<machine-learning><optimization>","0",""
"44155","1","2019-01-17 16:30:51","3","140","<python><pandas>","2",""
"44156","1","2019-01-17 16:58:48","1","40","<machine-learning><deep-learning><scikit-learn><data>","0",""
"44161","1","2019-01-17 18:55:28","1","60","<logistic-regression>","2",""
"44163","1","2019-01-17 19:26:03","1","67","<convnet><image-classification><prediction>","0",""
"44169","1","2019-01-18 01:13:24","1","613","<machine-learning><xgboost><data-science-model><boosting>","1",""
"44171","1","2019-01-18 01:59:16","1","40","<image-classification><image-recognition><reference-request>","0",""
"44176","1","2019-01-18 06:19:47","1","83","<machine-learning><regularization><matrix-factorisation><embeddings>","1",""
"44177","1","2019-01-18 06:34:01","0","380","<keras><tensorflow><lstm><cnn><rnn>","2",""
"44180","1","2019-01-18 08:14:43","2","530","<machine-learning><classification>","3",""
"44188","1","2019-01-18 10:00:06","1","101","<data-mining><statistics>","2",""
"44190","1","2019-01-18 10:34:11","1","185","<python><parsing><regex><tokenization>","0","1"
"44192","1","2019-01-18 10:52:14","8","5746","<regression><visualization><seaborn>","1","2"
"44195","1","2019-01-18 11:19:02","1","29","<machine-learning><time-series><predictive-modeling><preprocessing><forecast>","0",""
"44199","1","2019-01-18 12:03:01","1","125","<python><orange><tsne>","0",""
"44202","1","2019-01-18 14:09:33","1","93","<text-mining>","1",""
"44205","1","2019-01-18 15:08:49","1","1004","<nlp><text-mining><word2vec><information-retrieval>","1","1"
"44206","1","2019-01-18 15:16:41","1","915","<machine-learning><neural-network><deep-learning><classification><keras>","2","2"
"44213","1","2019-01-18 18:34:24","0","538","<machine-learning><activation-function>","1",""
"44215","1","2019-01-18 18:55:33","1","481","<machine-learning><scikit-learn><nlp><accuracy><sentiment-analysis>","1",""
"44219","1","2019-01-18 20:08:23","3","625","<python><scikit-learn><imbalanced-learn><smotenc>","1","1"
"44220","1","2019-01-18 23:39:21","2","307","<machine-learning><python><classification><text-mining><algorithms>","1",""
"44222","1","2019-01-19 02:31:59","0","394","<python><numpy><gaussian><noise>","1",""
"44223","1","2019-01-19 04:45:03","1","274","<machine-learning-model><data-science-model><model-selection><ensemble-modeling>","1","1"
"44224","1","2019-01-19 08:44:20","3","263","<python><statistics><data><ipython>","2",""
"44225","1","2019-01-19 09:10:36","6","352","<machine-learning><keras><scikit-learn><feature-scaling><labels>","1","2"
"44228","1","2019-01-19 10:20:12","0","239","<machine-learning-model>","6",""
"44236","1","2019-01-19 13:50:02","0","286","<keras><lstm><preprocessing><feature-scaling>","1",""
"44242","1","2019-01-19 17:02:25","0","52","<machine-learning><feature-extraction><word2vec><text>","1",""
"44244","1","2019-01-19 18:06:39","-1","127","<machine-learning><data-science-model>","1",""
"44246","1","2019-01-19 18:55:30","1","60","<python><neural-network><tensorflow><convnet>","1",""
"44248","1","2019-01-19 19:44:16","0","36","<regression><prediction>","1",""
"44249","1","2019-01-19 19:48:52","1","936","<python><keras><time-series><predictive-modeling><lstm>","1",""
"44253","1","2019-01-19 22:14:14","2","252","<dataset><data-cleaning><image-classification><computer-vision><preprocessing>","2",""
"44256","1","2019-01-20 00:26:03","1","183","<machine-learning><nlp><statistics><machine-learning-model>","1","1"
"44266","1","2019-01-20 06:51:49","1","282","<machine-learning><scikit-learn><nlp><multiclass-classification><naive-bayes-classifier>","1",""
"44268","1","2019-01-20 07:47:27","1","1593","<cnn>","1","1"
"44270","1","2019-01-20 09:45:14","1","308","<nlp><nltk><tokenization>","1",""
"44271","1","2019-01-20 09:53:07","1","18","<yolo>","0",""
"44272","1","2019-01-20 09:56:13","1","29","<time-series><pca>","0",""
"44274","1","2019-01-20 10:04:19","2","504","<machine-learning><lstm><rnn><accuracy><metric>","1",""
"44277","1","2019-01-20 10:44:40","1","590","<machine-learning><data-mining><predictive-modeling><data-science-model>","1","1"
"44280","1","2019-01-20 11:12:23","0","59","<machine-learning><python><books>","2","1"
"44283","1","2019-01-20 11:48:47","0","478","<machine-learning><python><nlp><feature-selection>","1",""
"44288","1","2019-01-20 14:07:24","0","1010","<keras><cnn><batch-normalization>","1","0"
"44293","1","2019-01-20 15:53:19","4","4347","<neural-network><dropout>","1","1"
"44300","1","2019-01-20 18:52:29","1","162","<anonymization>","5",""
"44302","1","2019-01-20 19:35:26","2","1230","<python><neural-network><keras><regression>","1",""
"44303","1","2019-01-20 19:39:23","2","140","<neural-network><deep-learning><lstm><cnn><natural-language-process>","3",""
"44306","1","2019-01-20 20:30:38","1","1916","<classification><scikit-learn><nlp><naive-bayes-classifier>","1",""
"44307","1","2019-01-20 20:55:42","3","157","<graphs><embeddings>","3",""
"44313","1","2019-01-21 04:32:05","1","47","<python><bigdata><data><bayesian>","0","2"
"44315","1","2019-01-21 05:52:55","2","1284","<reinforcement-learning><q-learning><dynamic-programming>","1","3"
"44317","1","2019-01-21 07:12:01","2","54","<dataset><statistics><recommender-system><ab-test>","1","1"
"44319","1","2019-01-21 08:04:23","0","43","<machine-learning><classification><machine-learning-model><evaluation>","1",""
"44322","1","2019-01-21 10:33:13","1","100","<machine-learning><predictive-modeling><lstm><recommender-system><natural-language-process>","0","1"
"44323","1","2019-01-21 11:17:17","2","46","<neural-network><activation-function>","0","1"
"44324","1","2019-01-21 11:34:40","5","4160","<machine-learning><neural-network><gradient-descent>","2",""
"44325","1","2019-01-21 11:53:15","1","34","<neural-network><deep-learning><regularization><generative-models><embeddings>","2",""
"44327","1","2019-01-21 12:02:00","3","618","<machine-learning><python><pandas><sampling>","1","1"
"44330","1","2019-01-21 13:08:09","0","557","<machine-learning><deep-learning><training><image-preprocessing>","2",""
"44335","1","2019-01-21 16:00:49","1","146","<r><time-series><statistics>","1",""
"44336","1","2019-01-21 16:10:08","1","296","<machine-learning><neural-network><deep-learning><feature-engineering>","1","2"
"44340","1","2019-01-21 16:56:11","1","53","<machine-learning><statistics><math>","1",""
"44354","1","2019-01-22 03:53:05","3","1246","<xgboost>","2",""
"44358","1","2019-01-22 06:08:57","0","54","<deep-learning><prediction><social-network-analysis><reference-request>","1",""
"44359","1","2019-01-22 06:15:18","0","38","<machine-learning><scikit-learn><clustering>","1",""
"44360","1","2019-01-22 06:16:05","1","893","<python><neural-network><keras><regression><lstm>","1",""
"44367","1","2019-01-22 08:40:40","1","78","<deep-learning><image-classification>","2","1"
"44369","1","2019-01-22 10:36:39","1","31","<deep-learning><reinforcement-learning><q-learning><dqn><deep-network>","0","1"
"44374","1","2019-01-22 12:55:40","0","511","<python><keras><pyspark>","1",""
"44377","1","2019-01-22 13:33:58","1","48","<career>","2",""
"44379","1","2019-01-22 13:57:34","1","89","<machine-learning><neural-network><embeddings>","1",""
